Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
48,Male,PhD,Director of Data Science,18,210000,Canada,Black,CAD
34,Male,Master's Degree,Data Scientist,9,140000,USA,African American,USD
23,Female,Bachelor's Degree,Software Engineer,1,50000,China,Korean,CNY
32,Male,Master's Degree,Product Manager,7,110000,UK,Welsh,GBP
25,Female,Master's Degree,Software Engineer,2,60000,UK,Mixed,GBP
37,Male,Bachelor's Degree,Data Analyst,11,160000,Australia,White,AUD
28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Welsh,GBP
41,Female,PhD,Director of Data Science,16,200000,China,Korean,CNY
34,Male,Master's Degree,Data Analyst,8,100000,UK,Asian,GBP
24,Female,Bachelor's Degree,Software Developer,2,55000,China,Korean,CNY
36,Male,PhD,Senior Data Scientist,12,170000,UK,White,GBP
30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian,USD
29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Welsh,GBP
42,Male,Master's Degree,Product Manager,14,180000,Australia,Australian,AUD
26,Male,Bachelor's Degree,Software Developer,2,60000,Canada,Black,CAD
35,Female,Master's Degree,Data Analyst,9,120000,Australia,Asian,AUD
27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,White,USD
48,Male,PhD,Director of Data Science,18,210000,China,Korean,CNY
34,Male,Master's Degree,Data Scientist,9,140000,USA,African American,USD
23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Black,CAD
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485,China,Korean,CNY
25,Male,PhD,Software Engineer Manager,12,169159,China,Chinese,CNY
43,Male,Master's Degree,Senior Software Engineer,21,187081,Australia,Asian,AUD
27,Female,Master's Degree,Front end Developer,5,78354,China,Korean,CNY
25,Male,Bachelor's Degree,Back end Developer,2,90249,China,White,CNY
29,Female,Master's Degree,Senior Software Engineer,6,132720,Canada,Asian,CAD
52,Male,PhD,Software Engineer Manager,23,161568,USA,White,USD
41,Male,Master's Degree,Front end Developer,13,127346,Australia,Asian,AUD
49,Female,Bachelor's Degree,Back end Developer,19,120177,UK,Mixed,GBP
35,Male,Master's Degree,Senior Project Engineer,8,101332,Australia,Australian,AUD
57,Female,PhD,Full Stack Engineer,30,121450,Australia,Australian,AUD
35,Female,Bachelor's Degree,Senior Project Engineer,12,166375,Canada,Asian,CAD
43,Male,Master's Degree,Senior Software Engineer,21,185119,Canada,Black,CAD
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217,China,White,CNY
50,Male,Master's Degree,Software Engineer Manager,21,166512,UK,Welsh,GBP
52,Female,Master's Degree,Senior Software Engineer,28,186963,Australia,Australian,AUD
26,Male,Bachelor's Degree,Back end Developer,3,75072,USA,Hispanic,USD
34,Female,Master's Degree,Full Stack Engineer,10,163398,UK,Mixed,GBP
30,Male,High School,Senior Project Engineer,11,103947,Australia,Asian,AUD
60,Female,PhD,Software Engineer Manager,33,179180,China,White,CNY
50,Male,Bachelor's Degree,Back end Developer,23,175966,China,Korean,CNY
58,Male,Master's Degree,Senior Software Engineer,27,190004,China,White,CNY
35,Female,Master's Degree,Full Stack Engineer,10,152039,USA,Asian,USD
28,Male,Master's Degree,Front end Developer,5,76742,Australia,Australian,AUD
57,Female,PhD,Software Engineer Manager,33,191790,China,Korean,CNY
46,Female,Bachelor's Degree,Senior Software Engineer,20,139398,China,Chinese,CNY
28,Male,High School,Back end Developer,7,95845,UK,Asian,GBP
34,Male,Master's Degree,Full Stack Engineer,12,160976,USA,African American,USD
33,Female,Master's Degree,Senior Project Engineer,9,126753,Australia,White,AUD
33,Male,Master's Degree,Senior Software Engineer,8,139817,Canada,White,CAD
53,Male,PhD,Software Engineer Manager,25,181714,Canada,White,CAD
35,Female,Bachelor's Degree,Back end Developer,10,114776,Australia,Asian,AUD
30,Male,Master's Degree,Full Stack Engineer,6,105725,Canada,White,CAD
24,Female,High School,Senior Project Engineer,1,52731,Canada,Black,CAD
36,Male,Master's Degree,Front end Developer,8,106492,Australia,Asian,AUD
27,Female,Bachelor's Degree,Full Stack Engineer,4,73895,Canada,White,CAD
23,Male,PhD,Software Engineer Manager,1,119836,UK,Asian,GBP
28,Female,Master's Degree,Senior Software Engineer,5,99747,Australia,Australian,AUD
52,Male,Bachelor's Degree,Back end Developer,25,168287,USA,White,USD
28,Female,Master's Degree,Full Stack Engineer,7,115920,China,Korean,CNY
32,Male,Master's Degree,Senior Project Engineer,11,128078,Canada,Asian,CAD
24,Female,Bachelor's Degree,Front end Developer,1,51265,USA,Asian,USD
43,Male,High School,Senior Software Engineer,22,165919,Australia,White,AUD
60,Female,PhD,Software Engineer Manager,34,188651,Canada,Asian,CAD
24,Male,Master's Degree,Back end Developer,0,55538,USA,Asian,USD
55,Male,Bachelor's Degree,Senior Project Engineer,28,193964,UK,Asian,GBP
29,Female,Master's Degree,Full Stack Engineer,4,104702,Australia,Asian,AUD
44,Male,PhD,Software Engineer Manager,19,172955,USA,African American,USD
40,Female,Master's Degree,Senior Software Engineer,16,138032,USA,Hispanic,USD
27,Male,Bachelor's Degree,Back end Developer,4,82683,UK,Mixed,GBP
43,Male,Master's Degree,Full Stack Engineer,17,155414,UK,White,GBP
49,Female,High School,Senior Project Engineer,25,154207,Canada,White,CAD
30,Male,Master's Degree,Front end Developer,8,107895,USA,White,USD
42,Female,Bachelor's Degree,Senior Software Engineer,18,148446,China,White,CNY
26,Male,Master's Degree,Full Stack Engineer,4,102859,UK,White,GBP
41,Female,PhD,Software Engineer Manager,13,138662,China,Korean,CNY
46,Male,Bachelor's Degree,Senior Project Engineer,23,181699,China,White,CNY
57,Female,Master's Degree,Full Stack Engineer,33,188232,Canada,Black,CAD
22,Female,High School,Back end Developer,0,51832,UK,White,GBP
54,Male,PhD,Software Engineer Manager,28,188484,China,Chinese,CNY
42,Female,Master's Degree,Senior Software Engineer,16,138286,UK,Asian,GBP
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132,China,Korean,CNY
27,Female,Master's Degree,Back end Developer,4,73938,USA,Asian,USD
36,Male,Bachelor's Degree,Senior Project Engineer,14,119224,USA,White,USD
31,Female,Master's Degree,Full Stack Engineer,6,101186,China,Korean,CNY
39,Male,Master's Degree,Software Engineer Manager,14,142360,Canada,Asian,CAD
41,Female,Bachelor's Degree,Senior Project Engineer,20,151315,Australia,Australian,AUD
48,Male,PhD,Full Stack Engineer,23,181021,USA,White,USD
39,Female,Master's Degree,Senior Software Engineer,15,134641,Australia,White,AUD
48,Male,Bachelor's Degree,Front end Developer,23,173851,Australia,Australian,AUD
47,Male,Master's Degree,Senior Project Engineer,25,178859,Canada,White,CAD
29,Female,PhD,Full Stack Engineer,5,98568,Australia,White,AUD
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661,Canada,Asian,CAD
38,Female,Master's Degree,Senior Software Engineer,13,134858,USA,Hispanic,USD
34,Male,Bachelor's Degree,Back end Developer,10,94502,UK,Asian,GBP
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485,UK,White,GBP
25,Male,PhD,Software Engineer Manager,12,169159,China,White,CNY
43,Male,Master's Degree,Senior Software Engineer,21,187081,UK,Asian,GBP
27,Female,Master's Degree,Front end Developer,5,78354,China,White,CNY
25,Male,Bachelor's Degree,Back end Developer,2,90249,China,Chinese,CNY
29,Female,Master's Degree,Senior Software Engineer,6,132720,USA,African American,USD
52,Male,PhD,Software Engineer Manager,23,161568,USA,Hispanic,USD
41,Male,Master's Degree,Front end Developer,13,127346,USA,Asian,USD
49,Female,Bachelor's Degree,Back end Developer,19,120177,Canada,White,CAD
35,Male,Master's Degree,Senior Project Engineer,8,101332,China,White,CNY
57,Female,PhD,Full Stack Engineer,30,121450,Canada,Black,CAD
35,Female,Bachelor's Degree,Senior Project Engineer,12,166375,China,White,CNY
43,Male,Master's Degree,Senior Software Engineer,21,185119,Canada,White,CAD
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217,China,Chinese,CNY
50,Male,Master's Degree,Software Engineer Manager,21,166512,UK,White,GBP
52,Female,Master's Degree,Senior Software Engineer,28,186963,China,Korean,CNY
26,Male,Bachelor's Degree,Back end Developer,3,75072,Canada,Asian,CAD
34,Female,Master's Degree,Full Stack Engineer,10,163398,China,Chinese,CNY
30,Male,High School,Senior Project Engineer,11,103947,Canada,Black,CAD
60,Female,PhD,Software Engineer Manager,33,179180,Australia,Asian,AUD
50,Male,Bachelor's Degree,Back end Developer,23,175966,Australia,Asian,AUD
58,Male,Master's Degree,Senior Software Engineer,27,190004,USA,White,USD
35,Female,Master's Degree,Full Stack Engineer,10,152039,Australia,Asian,AUD
28,Male,Master's Degree,Front end Developer,5,76742,USA,Asian,USD
57,Female,PhD,Software Engineer Manager,33,191790,China,Chinese,CNY
46,Female,Bachelor's Degree,Senior Software Engineer,20,139398,China,White,CNY
28,Male,High School,Back end Developer,7,95845,China,White,CNY
34,Male,Master's Degree,Full Stack Engineer,12,160976,China,White,CNY
33,Female,Master's Degree,Senior Project Engineer,9,126753,Australia,White,AUD
33,Male,Master's Degree,Senior Software Engineer,8,139817,Australia,White,AUD
53,Male,PhD,Software Engineer Manager,25,181714,China,White,CNY
35,Female,Bachelor's Degree,Back end Developer,10,114776,USA,Asian,USD
30,Male,Master's Degree,Full Stack Engineer,6,105725,China,Chinese,CNY
24,Female,High School,Senior Project Engineer,1,52731,Canada,Black,CAD
36,Male,Master's Degree,Front end Developer,8,106492,China,Chinese,CNY
27,Female,Bachelor's Degree,Full Stack Engineer,4,73895,Canada,Black,CAD
23,Male,PhD,Software Engineer Manager,1,119836,UK,Welsh,GBP
28,Female,Master's Degree,Senior Software Engineer,5,99747,Australia,Australian,AUD
52,Male,Bachelor's Degree,Back end Developer,25,168287,USA,White,USD
28,Female,Master's Degree,Full Stack Engineer,7,115920,Australia,Asian,AUD
32,Male,Master's Degree,Senior Project Engineer,11,128078,USA,Hispanic,USD
24,Female,Bachelor's Degree,Front end Developer,1,51265,UK,Mixed,GBP
43,Male,High School,Senior Software Engineer,22,165919,Australia,Australian,AUD
60,Female,PhD,Software Engineer Manager,34,188651,China,Korean,CNY
24,Male,Master's Degree,Back end Developer,0,55538,USA,Hispanic,USD
55,Male,Bachelor's Degree,Senior Project Engineer,28,193964,Australia,Asian,AUD
29,Female,Master's Degree,Full Stack Engineer,4,104702,China,White,CNY
44,Male,PhD,Software Engineer Manager,19,172955,UK,Mixed,GBP
40,Female,Master's Degree,Senior Software Engineer,16,138032,China,Korean,CNY
27,Male,Bachelor's Degree,Back end Developer,4,82683,China,Chinese,CNY
43,Male,Master's Degree,Full Stack Engineer,17,155414,China,Chinese,CNY
49,Female,High School,Senior Project Engineer,25,154207,UK,Asian,GBP
30,Male,Master's Degree,Front end Developer,8,107895,Canada,White,CAD
42,Female,Bachelor's Degree,Senior Software Engineer,18,148446,Canada,Asian,CAD
26,Male,Master's Degree,Full Stack Engineer,4,102859,UK,Welsh,GBP
41,Female,PhD,Software Engineer Manager,13,138662,USA,Asian,USD
46,Male,Bachelor's Degree,Senior Project Engineer,23,181699,Australia,Asian,AUD
57,Female,Master's Degree,Full Stack Engineer,33,188232,UK,Mixed,GBP
22,Female,High School,Back end Developer,0,51832,USA,White,USD
54,Male,PhD,Software Engineer Manager,28,188484,China,White,CNY
42,Female,Master's Degree,Senior Software Engineer,16,138286,UK,Welsh,GBP
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132,Australia,Australian,AUD
27,Female,Master's Degree,Back end Developer,4,73938,Canada,White,CAD
36,Male,Bachelor's Degree,Senior Project Engineer,14,119224,China,Korean,CNY
31,Female,Master's Degree,Full Stack Engineer,6,101186,USA,Asian,USD
39,Male,Master's Degree,Software Engineer Manager,14,142360,USA,African American,USD
41,Female,Bachelor's Degree,Senior Project Engineer,20,151315,USA,White,USD
48,Male,PhD,Full Stack Engineer,23,181021,UK,Mixed,GBP
39,Female,Master's Degree,Senior Software Engineer,15,134641,China,White,CNY
48,Male,Bachelor's Degree,Front end Developer,23,173851,China,Korean,CNY
47,Male,Master's Degree,Senior Project Engineer,25,178859,Canada,Asian,CAD
29,Female,PhD,Full Stack Engineer,5,98568,Canada,Black,CAD
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661,USA,Hispanic,USD
38,Female,Master's Degree,Senior Software Engineer,13,134858,Canada,White,CAD
34,Male,Bachelor's Degree,Back end Developer,10,94502,UK,Welsh,GBP
36,Male,Bachelor's Degree,Front end Developer,14,139095,UK,Asian,GBP
30,Female,Master's Degree,Senior Project Engineer,5,106278,China,Korean,CNY
28,Male,Master's Degree,Full Stack Engineer,4,90452,USA,Hispanic,USD
46,Female,PhD,Software Engineer Manager,23,168304,China,White,CNY
34,Male,Bachelor's Degree,Back end Developer,10,126593,China,White,CNY
44,Male,Master's Degree,Senior Software Engineer,19,152203,Canada,White,CAD
55,Female,PhD,Software Engineer Manager,30,183138,USA,African American,USD
35,Male,Master's Degree,Full Stack Engineer,9,130275,China,Korean,CNY
54,Male,Bachelor's Degree,Senior Project Engineer,29,191915,Canada,Asian,CAD
23,Female,High School,Back end Developer,2,62807,USA,African American,USD
46,Male,Master's Degree,Senior Software Engineer,21,174305,UK,Mixed,GBP
33,Female,Bachelor's Degree,Full Stack Engineer,9,133326,USA,Asian,USD
26,Male,Master's Degree,Front end Developer,4,75656,China,Chinese,CNY
43,Female,PhD,Software Engineer Manager,19,155944,UK,White,GBP
36,Male,Master's Degree,Full Stack Engineer,11,137775,Australia,Asian,AUD
23,Female,Bachelor's Degree,Senior Project Engineer,0,51831,Australia,Asian,AUD
49,Male,Master's Degree,Software Engineer Manager,22,182237,China,Korean,CNY
35,Female,Master's Degree,Full Stack Engineer,10,151901,UK,Mixed,GBP
31,Male,Bachelor's Degree,Back end Developer,8,100052,Australia,Australian,AUD
43,Male,Master's Degree,Full Stack Engineer,20,167207,UK,Mixed,GBP
33,Female,Master's Degree,Senior Project Engineer,10,112439,UK,Mixed,GBP
52,Female,PhD,Software Engineer Manager,29,194214,UK,White,GBP
28,Male,Bachelor's Degree,Full Stack Engineer,5,84407,China,Korean,CNY
36,Female,Master's Degree,Senior Software Engineer,13,139413,UK,Welsh,GBP
43,Male,Bachelor's Degree,Senior Project Engineer,20,143084,China,White,CNY
50,Female,Master's Degree,Full Stack Engineer,25,192344,USA,White,USD
24,Male,PhD,Software Engineer Manager,1,106132,Australia,Asian,AUD
52,Male,Master's Degree,Senior Software Engineer,26,184816,USA,Hispanic,USD
46,Female,Bachelor's Degree,Back end Developer,19,150248,Australia,Asian,AUD
38,Male,Master's Degree,Full Stack Engineer,15,170995,China,Korean,CNY
29,Male,Bachelor's Degree,Senior Project Engineer,6,88035,Canada,Asian,CAD
33,Female,Master's Degree,Front end Developer,10,119419,China,Chinese,CNY
47,Male,PhD,Software Engineer Manager,21,173582,Canada,Black,CAD
45,Female,Master's Degree,Senior Software Engineer,23,174436,Canada,Black,CAD
28,Male,Bachelor's Degree,Back end Developer,4,71699,Canada,Asian,CAD
42,Female,Master's Degree,Full Stack Engineer,14,163558,USA,Hispanic,USD
46,Male,Bachelor's Degree,Senior Project Engineer,24,166828,USA,Asian,USD
38,Female,PhD,Software Engineer Manager,15,144496,China,Korean,CNY
54,Male,Master's Degree,Senior Software Engineer,31,193746,Canada,Asian,CAD
33,Female,Master's Degree,Full Stack Engineer,8,122581,Australia,Australian,AUD
27,Male,High School,Back end Developer,4,79767,USA,African American,USD
50,Female,Bachelor's Degree,Senior Project Engineer,25,177177,Australia,White,AUD
26,Male,Master's Degree,Full Stack Engineer,4,89843,Australia,Asian,AUD
31,Female,Master's Degree,Senior Software Engineer,6,113563,UK,Mixed,GBP
35,Male,Bachelor's Degree,Front end Developer,10,128712,Australia,Asian,AUD
44,Female,PhD,Software Engineer Manager,18,161621,USA,Hispanic,USD
32,Male,Master's Degree,Senior Project Engineer,8,121454,USA,White,USD
54,Male,Bachelor's Degree,Full Stack Engineer,25,179987,USA,White,USD
26,Female,Master's Degree,Front end Developer,3,72649,Australia,White,AUD
23,Male,PhD,Software Engineer Manager,0,52612,UK,Welsh,GBP
48,Female,Master's Degree,Senior Software Engineer,24,184006,USA,White,USD
38,Male,Bachelor's Degree,Back end Developer,12,131960,USA,Asian,USD
30,Female,Master's Degree,Full Stack Engineer,5,102465,USA,White,USD
40,Male,Master's Degree,Software Engineer Manager,16,149748,UK,White,GBP
45,Female,Bachelor's Degree,Senior Project Engineer,22,171036,Australia,Australian,AUD
36,Male,Master's Degree,Full Stack Engineer,13,146351,China,Chinese,CNY
52,Male,PhD,Software Engineer Manager,26,185462,Canada,Black,CAD
31,Female,Bachelor's Degree,Senior Software Engineer,7,107718,USA,White,USD
26,Male,Master's Degree,Full Stack Engineer,4,90944,Canada,Asian,CAD
30,Female,Master's Degree,Senior Project Engineer,5,100425,UK,White,GBP
24,Male,Bachelor's Degree,Back end Developer,2,63901,Canada,White,CAD
45,Male,Master's Degree,Senior Software Engineer,22,181902,China,Korean,CNY
33,Female,Master's Degree,Full Stack Engineer,9,136533,UK,White,GBP
38,Male,Bachelor's Degree,Front end Developer,11,136285,Canada,White,CAD
54,Female,PhD,Software Engineer Manager,31,191818,Australia,Australian,AUD
42,Male,Master's Degree,Full Stack Engineer,19,176643,Canada,Black,CAD
28,Female,Bachelor's Degree,Senior Project Engineer,4,70022,USA,White,USD
30,Male,Master's Degree,Front end Developer,6,99363,Australia,Asian,AUD
43,Female,Master's Degree,Senior Software Engineer,19,152944,USA,African American,USD
35,Male,Bachelor's Degree,Back end Developer,10,123386,USA,Hispanic,USD
44,Male,Master's Degree,Full Stack Engineer,21,168906,USA,African American,USD
55,Female,Bachelor's Degree,Senior Project Engineer,30,183020,China,Chinese,CNY
23,Male,High School,Front end Developer,1,47898,USA,African American,USD
39,Female,Master's Degree,Senior Software Engineer,14,135853,USA,Hispanic,USD
43,Male,Bachelor's Degree,Full Stack Engineer,17,149198,China,Korean,CNY
29,Male,PhD,Software Engineer Manager,6,106662,Canada,Asian,CAD
51,Male,Master's Degree,Senior Software Engineer,28,186610,Canada,White,CAD
30,Female,Bachelor's Degree,Senior Project Engineer,6,89995,UK,Welsh,GBP
26,Male,Master's Degree,Full Stack Engineer,4,85825,China,Chinese,CNY
39,Female,PhD,Software Engineer Manager,13,143814,China,Korean,CNY
49,Male,Master's Degree,Front end Developer,24,174726,UK,Asian,GBP
42,Female,Bachelor's Degree,Senior Software Engineer,20,150534,UK,White,GBP
27,Male,Bachelor's Degree,Back end Developer,4,68732,UK,Mixed,GBP
